id	lat	lon	title	description	icon	iconSize	iconOffset
602	57.44174	42.156715	Кинешма	город Кинешма, Фрунзе, 4	/static/images/tik.png	18,32	-9,-32
603	56.9301902258	41.0942951404	Кохма	г. Кохма, ул. Советская, д. 23	/static/images/tik.png	18,32	-9,-32
604	56.85436	40.533324	Тейково	город Тейково, площадь Ленина, 4	/static/images/tik.png	18,32	-9,-32
605	56.851933	41.377902	Шуя	г. Шуя, ул. Советская, д. 48	/static/images/tik.png	18,32	-9,-32
606	57.478302	42.149429	Заволжский район	г. Заволжск, ул. Мира, д. 7	/static/images/tik.png	18,32	-9,-32
607	56.9862069443	40.9893971309	Ивановский район	г. Иваново, ул. Постышева, д. 46	/static/images/tik.png	18,32	-9,-32
608	56.802898	41.355265	Ильинский район	поселок Ильинское, улица Советская, дом 2	/static/images/tik.png	18,32	-9,-32
609	57.44174	42.156715	Кинешемский район	город Кинешма, улица им. Ленина, дом 12	/static/images/tik.png	18,32	-9,-32
610	57.028481	40.37408	Комсомольский район	город Комсомольск, 50 лет ВЛКСМ, 2	/static/images/tik.png	18,32	-9,-32
611	56.776019	40.891051	Лежневский район	Лежневский район, п. Лежнево, Октябрьская, 32	/static/images/tik.png	18,32	-9,-32
612	57.010622	42.260569	Лухский район	п. Лух, Октябрьская, д. 4	/static/images/tik.png	18,32	-9,-32
613	56.798127	41.866226	Палехский район	п. Палех, ул. Ленина, д. 1	/static/images/tik.png	18,32	-9,-32
614	56.704324	42.672141	Пестяковский район	п. Пестяки, ул. Ленина, д. 4	/static/images/tik.png	18,32	-9,-32
615	57.382186	41.290289	Приволжский район	Приволжский район, г. Приволжск, пер. Коминтерновский, д. 2	/static/images/tik.png	18,32	-9,-32
616	56.978541	43.166241	Пучежский район	Пучежский район, г.Пучеж, Ленина, 27	/static/images/tik.png	18,32	-9,-32
617	57.108614	41.736546	Родниковский район	Родниковский район, г. Родники, Советская, 6	/static/images/tik.png	18,32	-9,-32
618	56.593681	41.214526	Савинский район	п. Савино, ул. Первомайская, д. 22	/static/images/tik.png	18,32	-9,-32
619	56.85436	40.533324	Тейковский район	г. Тейково, ул. Октябрьская, 2А	/static/images/tik.png	18,32	-9,-32
620	57.252703	41.113483	Фурмановский район	г. Фурманов, ул. Социалистическая, д. 15	/static/images/tik.png	18,32	-9,-32
621	56.851933	41.377902	Шуйский район	г. Шуя, пл. Ленина, д. 7	/static/images/tik.png	18,32	-9,-32
622	56.584957	42.011583	Южский район	г. Южа, ул. Пушкина, д. 1	/static/images/tik.png	18,32	-9,-32
623	57.304787	43.095463	Юрьевецкий район	Юрьевецкий район, город Юрьевец ., Советская, 37	/static/images/tik.png	18,32	-9,-32
624	56.992425	41.003161	Иваново (Ленинский район)	город Иваново, Ленинский район, ул. Черниковых, 33	/static/images/tik.png	18,32	-9,-32
625	57.0147691149	40.9766646847	Иваново (Октябрьский район)	г. Иваново, Октябрьская, 11	/static/images/tik.png	18,32	-9,-32
626	56.9797820422	40.9581398405	Иваново (Фрунзенский район)	г. Иваново, ул. Павленко, д. 16	/static/images/tik.png	18,32	-9,-32
627	56.997289	40.980371	Иваново (Советская)	Иваново, пр. Фридриха Энгельса, 1	/static/images/tik.png	18,32	-9,-32
628	51.725798	36.187248	Курская область	г. Курск, ул. А. Невского, д. 7	/static/images/tik.png	18,32	-9,-32
629	51.33156	35.522971	Большесолдатский район	Большесолдатский район, село Большое Солдатское, Мира, 1	/static/images/tik.png	18,32	-9,-32
630	52.332787	35.367436	Железногорск	город Железногорск, Ленина, 52	/static/images/tik.png	18,32	-9,-32
631	51.876529	36.950007	Щигры	город Щигры, Большевиков, 22	/static/images/tik.png	18,32	-9,-32
632	51.694356	35.578855	Глушковский район	Поселок Глушково, Советская, 3	/static/images/tik.png	18,32	-9,-32
633	51.659898	35.652615	Курчатов	Курчатов, Молодежная, 9	/static/images/tik.png	18,32	-9,-32
634	51.660613	35.263753	Льгов	город Льгов, Красная площадь, 13	/static/images/tik.png	18,32	-9,-32
635	51.525522	38.03616	Горшеченский район	Горшеченский район, поселок Горшечное, Кирова, 28	/static/images/tik.png	18,32	-9,-32
636	52.124468	35.070534	Дмитриевский район	Дмитриевский район, г. Дмитриев, Ленина, 44	/static/images/tik.png	18,32	-9,-32
637	52.332787	35.367436	Железногорский район	город Железногорск, Ленина, 52	/static/images/tik.png	18,32	-9,-32
638	51.827707	38.128157	Касторенский район	Касторенский район, п.Касторное, ул.50 лет Октября, д.6	/static/images/tik.png	18,32	-9,-32
639	51.8395	35.291403	Конышевский район	Конышевский район, поселок Конышевка, Ленина, 19	/static/images/tik.png	18,32	-9,-32
640	51.413766	34.899216	Кореневский район	поселок Коренево, Школьная, 11	/static/images/tik.png	18,32	-9,-32
641	51.721128	36.183107	Курский район	Курский район, Белинского, 21	/static/images/tik.png	18,32	-9,-32
642	51.659898	35.652615	Курчатовский район	город Курчатов, пр. Коммунистический, 12	/static/images/tik.png	18,32	-9,-32
643	52.0817746779	36.3811382465	Золотухинский район	поселок Золотухино, ул. Ленина, д.18	/static/images/tik.png	18,32	-9,-32
644	51.660613	35.263753	Льговский район	г. Льгов, Красная площадь, 4б	/static/images/tik.png	18,32	-9,-32
645	51.453324	37.126868	Мантуровский район	с. Мантурово, Ленина, 13	/static/images/tik.png	18,32	-9,-32
646	51.420338	36.11938	Медвенский район	Медвенский район, поселок Медвенка, Советская, 20	/static/images/tik.png	18,32	-9,-32
647	51.211693	36.268321	Обоянский район	Обоянский район, город Обоянь, Шмидта, 6	/static/images/tik.png	18,32	-9,-32
648	51.652461	35.940858	Октябрьский район	Октябрьский район, поселок Прямицыно, Октябрьская, 134	/static/images/tik.png	18,32	-9,-32
649	52.318394	36.300552	Поныровский район	Поныровский район, поселок Поныри, Ленина, 14	/static/images/tik.png	18,32	-9,-32
650	51.23622	36.697895	Пристенский район	Пристенский район, поселок Пристень, им.Ленина, 5	/static/images/tik.png	18,32	-9,-32
651	51.567227	34.694463	Рыльский район	Рыльский район, город Рыльск, К. Либкнехта, 21	/static/images/tik.png	18,32	-9,-32
652	51.410828	36.751965	Солнцевский район	Солнцевский район, поселок Солнцево, Ленина, 44	/static/images/tik.png	18,32	-9,-32
653	51.197772	35.262756	Суджанский район	Суджанский район, город Суджа, Ленина, 3	/static/images/tik.png	18,32	-9,-32
654	52.091197	35.852203	Фатежский район	город Фатеж, улица Карла Маркса, 42	/static/images/tik.png	18,32	-9,-32
655	51.621035	37.127928	Тимский район	Тимский район, поселок Тим, ул. Тельмана, 1	/static/images/tik.png	18,32	-9,-32
656	51.925381	34.558737	Хомутовского района	Хомутовский район, п.Хомутовка., Калинина, 3	/static/images/tik.png	18,32	-9,-32
657	51.888643	37.274614	Черемисиновский район	Черемисиновский район, поселок Черемисиново, Советская, 2	/static/images/tik.png	18,32	-9,-32
658	51.876529	36.950007	Щигровский район	Щигры город, Октябрьская, 35	/static/images/tik.png	18,32	-9,-32
659	51.84458	37.71521	Советский район	Советский район, поселок Кшенский, Пролетарская, 45	/static/images/tik.png	18,32	-9,-32
660	51.750243	36.234993	Курск (Железнодорожный округ)	город Курск, Станционная, 15	/static/images/tik.png	18,32	-9,-32
661	51.670193	36.14597	Курск (Сеймский округ)	город Курск, Сеймский административный округ, Парковая, 1	/static/images/tik.png	18,32	-9,-32
662	51.725798	36.187248	Курск (Центральный округ)	город Курск, Центральный административный округ, Александра Невского, 5	/static/images/tik.png	18,32	-9,-32
663	51.056498	35.719378	Беловский район	Беловский район, слобода Белая, Советская площадь, дом 1	/static/images/tik.png	18,32	-9,-32
664	58.603394	49.664115	Кировская область	г.Киров, К.Либкнехта, 69	/static/images/tik.png	18,32	-9,-32
665	57.678886	48.308872	Арбажский район	Арбажский район, пгт Арбаж, Пионерская, 2	/static/images/tik.png	18,32	-9,-32
666	58.859885	53.263404	Афанасьевский район	Афанасьевский район, поселок городского типа Афанасьево, Красных Партизан, 5	/static/images/tik.png	18,32	-9,-32
667	58.842424	50.838016	Белохолуницкий район	Белохолуницкий район, г.Белая Холуница, Глазырина, 6	/static/images/tik.png	18,32	-9,-32
668	58.003464	49.102461	Верхошижемский район	пгт Верхошижемье, Комсомольская, 2	/static/images/tik.png	18,32	-9,-32
669	58.5568108993	50.0433265977	Кирово-Чепецк	город Кирово-Чепецк, Первомайская, 6	/static/images/tik.png	18,32	-9,-32
670	58.311658	48.327188	Котельнич	город Котельнич, Советская, 83	/static/images/tik.png	18,32	-9,-32
671	56.2225097136	51.0762134381	Вятские Поляны	город Вятские Поляны, Гагарина, 28-а	/static/images/tik.png	18,32	-9,-32
672	58.7281506275	50.1836916246	Слободской	город Слободской, Советская, 86	/static/images/tik.png	18,32	-9,-32
673	58.7716699833	47.9658440687	Даровский район	Даровский район, поселок городского типа Даровской, Набережная, 8	/static/images/tik.png	18,32	-9,-32
674	58.403712	51.135771	Зуевский район	Зуевский район, город Зуевка, Опалева, 65	/static/images/tik.png	18,32	-9,-32
675	57.305347	47.216152	Кикнурский район	Кикнурский район, поселок городского типа Кикнур, Советская, 36	/static/images/tik.png	18,32	-9,-32
676	56.951823	51.092095	Кильмезский район	Кильмезский район, пгт. Кильмезь, Советская, 79	/static/images/tik.png	18,32	-9,-32
677	58.5568193098	50.0433212332	Кирово-Чепецкий район	город Кирово-Чепецк, Первомайская, 6	/static/images/tik.png	18,32	-9,-32
678	58.311658	48.327188	Котельничский район	город Котельнич, Карла Маркса, 16	/static/images/tik.png	18,32	-9,-32
679	58.104902	49.92477	Куменский район	п.Кумёны, ул.Кирова, 11	/static/images/tik.png	18,32	-9,-32
680	54.1221784943	49.6065243334	Лебяжский район	Лебяжский район, поселок городского типа Лебяжье, Комсомольская, 5	/static/images/tik.png	18,32	-9,-32
681	58.594194	49.65444	Киров (Ленинский район)	город Киров, Ленинский район, Воровского, 79, каб.207	/static/images/tik.png	18,32	-9,-32
682	60.6261846356	47.2646167316	Лузский район	г. Луза, Ленина, 35	/static/images/tik.png	18,32	-9,-32
683	56.5257723616	50.6782113388	Малмыжский район	Малмыжский район, город Малмыж, Чернышевского, 2а	/static/images/tik.png	18,32	-9,-32
684	59.39576	48.984216	Мурашинский район	Мурашинский район, город Мураши, Карла Маркса, д.28	/static/images/tik.png	18,32	-9,-32
685	59.320873	50.800583	Нагорский район	пгт.Нагорск, Леушина, 21	/static/images/tik.png	18,32	-9,-32
686	57.50539	50.503932	Немский район	Немский район, поселок городского типа Нема, Советская, 36	/static/images/tik.png	18,32	-9,-32
687	57.3047804002	47.8790459409	Яранский район	Яранский район, город Яранск, Кирова, 10	/static/images/tik.png	18,32	-9,-32
688	58.513706	49.695942	Киров (Нововятский район)	город Киров, Нововятский район, Советская, 12	/static/images/tik.png	18,32	-9,-32
689	59.0427062392	49.2852288857	Юрьянский район	Юрьянский район, поселок городского типа Юрья, Ленина, 46	/static/images/tik.png	18,32	-9,-32
690	58.31714939	47.0969344117	Шабалинский район	пгт Ленинское, Советская, 33	/static/images/tik.png	18,32	-9,-32
691	58.3542851078	51.5964471549	Фалёнский район	Фаленский район, поселок городского типа Фаленки, Свободы, 65	/static/images/tik.png	18,32	-9,-32
692	57.5565162384	49.9347856455	Нолинский район	Нолинский район, город Нолинск, Спартака, 36	/static/images/tik.png	18,32	-9,-32
693	58.615249	49.661968	Киров (Октябрьский район)	город Киров, Октябрьский район, Профсоюзная, 69	/static/images/tik.png	18,32	-9,-32
694	57.1134349621	50.0004794821	Уржумский район	Уржумский район, город Уржум, Рокина, 13	/static/images/tik.png	18,32	-9,-32
695	58.6659397927	52.1741069667	Омутнинский район	Омутнинский район, г.Омутнинск, Комсомольская, 9	/static/images/tik.png	18,32	-9,-32
696	57.7584590897	51.4858341962	Унинский район	поселок городского типа Уни, Ленина, 17	/static/images/tik.png	18,32	-9,-32
697	59.8488320045	48.2841349393	Опаринский район	Муниципальное образование Опаринский район, Первомайская, 14	/static/images/tik.png	18,32	-9,-32
698	57.6089933845	47.9313875735	Тужинский район	п.Тужа, Горького, 5	/static/images/tik.png	18,32	-9,-32
699	58.399779	49.060214	Оричевский район	Оричевский район, поселок городского типа Оричи, Карла Маркса, 12	/static/images/tik.png	18,32	-9,-32
700	57.8292343952	50.0609812327	Сунский район	Сунский район, поселок городского типа Суна, Большевиков, 1	/static/images/tik.png	18,32	-9,-32
701	58.540151	48.890711	Орловский район	Орловский район, город Орлов, Степана Халтурина, 18	/static/images/tik.png	18,32	-9,-32
702	57.592969537	48.9637872577	Советский район	Советский район, город Советск, Кирова, 5	/static/images/tik.png	18,32	-9,-32
703	58.726260016	50.18466359	Слободский район	город Слободской, Советская, 86	/static/images/tik.png	18,32	-9,-32
704	58.2796357564	47.5066259131	Свечинский район	Свечинский район, поселок городского типа Свеча, Октябрьская, 20	/static/images/tik.png	18,32	-9,-32
705	58.612319	49.684372	Киров (Первомайский район)	город Киров, Первомайский район, Розы Люксембург, 3	/static/images/tik.png	18,32	-9,-32
706	56.9430006603	47.2590389103	Санчурский район	Санчурский район, поселок городского типа Санчурск, Розы Люксембург, 6-а	/static/images/tik.png	18,32	-9,-32
707	57.460191	48.529498	Пижанский район	Пижанский район, поселок городского типа Пижанка, Труда, 25	/static/images/tik.png	18,32	-9,-32
708	60.2784400806	47.056201715	Подосиновский район	пгт. Подосиновец, Советская, 77	/static/images/tik.png	18,32	-9,-32
710	56.2228602262	51.0742879473	Вятскополянский район	Муниципальное образование Вятскополянский район, Гагарина, 28	/static/images/tik.png	18,32	-9,-32
711	56.2225808811	51.0712124594	Верхнекамский район	Муниципальное образование Верхнекамский район, Кирова, 16	/static/images/tik.png	18,32	-9,-32
713	52.6095040397	39.5981492288	Липецкая область	г. Липецк, Ленина-Соборная, 1	/static/images/tik.png	18,32	-9,-32
714	52.025579	37.87688	Воловский район	с.Волово, Ленина, 10	/static/images/tik.png	18,32	-9,-32
715	52.62665775	38.5015954636	Елец	город Елец., Мира, 109	/static/images/tik.png	18,32	-9,-32
716	52.49146	39.93121	Грязинский район	г.Грязи, Красная Площадь, 38	/static/images/tik.png	18,32	-9,-32
717	53.255943	39.144951	Данковский район	г.Данков, ул. Семеновского, 13	/static/images/tik.png	18,32	-9,-32
718	52.171458	40.462474	Добринский район	п.г.т. Добринка, М.Горького, 5	/static/images/tik.png	18,32	-9,-32
719	52.86437	39.80532	Добровский район	с. Доброе, пл.Октябрьская, д.9	/static/images/tik.png	18,32	-9,-32
720	52.322071	38.347534	Долгоруковский район	Долгоруковский район, с. Долгоруково, Тимирязева, 6	/static/images/tik.png	18,32	-9,-32
721	52.6293627677	38.4757180139	Елецкий район	г. Елец., 9-Декабря, 54	/static/images/tik.png	18,32	-9,-32
722	52.388988	38.927415	Задонский район	город Задонск, ул.Советская, д.25	/static/images/tik.png	18,32	-9,-32
723	52.689206	37.973476	Измалковский район	с. Измалково, ул. Ленина, 26	/static/images/tik.png	18,32	-9,-32
724	52.866528	38.79123	Краснинский район	Краснинский район, с.Красное, ул. Первомайская, д.7	/static/images/tik.png	18,32	-9,-32
725	53.014563	39.144879	Лебедянский район	г.Лебедянь, Мира, 14	/static/images/tik.png	18,32	-9,-32
726	52.579143	39.619064	Липецк (Левобережный округ)	г.Липецк, проспект Мира, 30	/static/images/tik.png	18,32	-9,-32
727	53.210274	39.455319	Лев-Толстовский район	Лев-Толстовский район, п. Лев Толстой., Володарского, 29	/static/images/tik.png	18,32	-9,-32
728	52.586957	39.563117	Липецк (Октябрьский округ)	город Липецк, Механизаторов, 15	/static/images/tik.png	18,32	-9,-32
729	52.61051	39.600783	Липецк (Правобережный округ)	город Липецк., Зегеля, 2	/static/images/tik.png	18,32	-9,-32
730	51.894984	37.350809	Становлянский район	Становлянский район, село Становое, Советская, 25	/static/images/tik.png	18,32	-9,-32
731	52.14491	38.281095	Тербунский район	село Тербуны, Ленина, 84	/static/images/tik.png	18,32	-9,-32
732	52.047041	39.726583	Усманский район	г. Усмань, Ленина, 40	/static/images/tik.png	18,32	-9,-32
733	52.201301	39.092229	Хлевенский район	село Хлевное ., ул. Ленинская, д. 3	/static/images/tik.png	18,32	-9,-32
734	53.240194	39.956974	Чаплыгинский район	Чаплыгинский район, г.Чаплыгин, пл.Октябрьской революции, 7	/static/images/tik.png	18,32	-9,-32
735	52.630569	39.553091	Липецкий район	Липецкий район, город Липецк., Боевой проезд, 28	/static/images/tik.png	18,32	-9,-32
736	52.616607	39.555831	Липецк (Советский округ)	город Липецк, Космонавтов, 56а	/static/images/tik.png	18,32	-9,-32
737	43.4777579745	43.5956478305	Кабардино-Балкарская Республика	Кабардино-Балкарская Республика, город Нальчик, пр. Ленина, 27	/static/images/tik.png	18,32	-9,-32
738	43.685629	43.541872	Баксанский район	город Баксан	/static/images/tik.png	18,32	-9,-32
739	43.900562	43.218245	Зольский район	поселок Залукокоаже, Комсомольская, 89	/static/images/tik.png	18,32	-9,-32
740	43.355446	43.938002	Лескенский район	село Анзорей, Шинахова, 1а	/static/images/tik.png	18,32	-9,-32
741	43.630127	44.060334	Майский район	город Майский, ул. Энгельса, д. 70	/static/images/tik.png	18,32	-9,-32
742	43.4807038601	43.604680337	Нальчик	город Нальчик, ул. А.П. Кешокова, 70	/static/images/tik.png	18,32	-9,-32
743	43.756657	44.019228	Прохладный	город Прохладный, улица Гагарина, 47	/static/images/tik.png	18,32	-9,-32
744	43.756657	44.019228	Прохладненский район	город Прохладный, улица Гагарина, 47	/static/images/tik.png	18,32	-9,-32
745	43.4839191197	44.1388073936	Терский район	городское поселение Терек, ул. Ленина, 15	/static/images/tik.png	18,32	-9,-32
746	43.55284	43.855438	Урванский район	город Нарткала, Ленина, 37	/static/images/tik.png	18,32	-9,-32
747	43.3185309747	43.6081278138	Черекский район	пгт. Кашхатау, Мечиева, 108	/static/images/tik.png	18,32	-9,-32
748	43.3994950636	42.9246942513	Эльбрусский район	Кабардино-Балкарская Республика, Эльбрусский район, Городское поселение Тырныауз, пр. Эльбрусский, 34	/static/images/tik.png	18,32	-9,-32
749	43.56763	43.584075	Чегемский район	город Чегем, Баксанское шоссе, 3	/static/images/tik.png	18,32	-9,-32
750	43.685629	43.541872	Баксанская городская	город Баксан, проспект Ленина, 21	/static/images/tik.png	18,32	-9,-32
751	55.161039	61.399239	Челябинская область	г. Челябинск, Кирова, 114	/static/images/tik.png	18,32	-9,-32
752	53.301595	59.138718	Агаповский район	с.Агаповка, Дорожная, 32А	/static/images/tik.png	18,32	-9,-32
753	53.301595	59.138718	Аргаяшский район	село Аргаяш, 8 Марта, 38	/static/images/tik.png	18,32	-9,-32
754	55.488611	60.877222	Брединский район	п. Бреды., ул. Гербанова, 40	/static/images/tik.png	18,32	-9,-32
755	55.1668088723	59.6786724776	Златоуст	город Златоуст, ул. Таганайская, 1, каб. № 627	/static/images/tik.png	18,32	-9,-32
756	53.381873	60.976698	Варненский район	Варненский район, с. Варна., Советская, 135	/static/images/tik.png	18,32	-9,-32
757	53.8725695422	59.2040443607	Верхнеуральский район	город Верхнеуральск, Еремина, 43	/static/images/tik.png	18,32	-9,-32
758	54.429275	61.366019	Увельский район	поселок Увельский, Советская, 26	/static/images/tik.png	18,32	-9,-32
759	55.1136144335	61.6226976737	Копейск	город Копейск, ул. Ленина, 52	/static/images/tik.png	18,32	-9,-32
760	52.418333	60.345833	Снежинск	город Снежинск, Свердлова, 20	/static/images/tik.png	18,32	-9,-32
761	54.992115	57.258257	Ашинский район	город Аша и Ашинский район, Толстого, 10	/static/images/tik.png	18,32	-9,-32
762	55.179951	61.397748	Челябинск (Калининский район)	Челябинский городской округ, Калининский район, Кирова, 10	/static/images/tik.png	18,32	-9,-32
763	56.042376	60.232453	Верхний Уфалей	город Верхний Уфалей, Ленина, 188	/static/images/tik.png	18,32	-9,-32
764	55.0491360162	60.1097006164	Миасса	город Миасс, проспект Автозаводцев, 55	/static/images/tik.png	18,32	-9,-32
765	55.76364	60.700098	Озерск	город Озерск, пр.Ленина, 40	/static/images/tik.png	18,32	-9,-32
766	54.928898	58.155593	Усть-Катав	город Усть-Катав, Ленина, 47а	/static/images/tik.png	18,32	-9,-32
768	52.723521	58.901689	Кизильский район	Кизильский район, с.Кизильское, улица Советская, 65	/static/images/tik.png	18,32	-9,-32
769	54.81804	58.446521	Трехгорный	город Трехгорный, Мира, 6	/static/images/tik.png	18,32	-9,-32
770	54.443795	61.272954	Южноуральск	город Южноуральск, Космонавтов, 14	/static/images/tik.png	18,32	-9,-32
771	53.806717	60.657365	Чесменский район	с. Чесма, ул. Советская, 47	/static/images/tik.png	18,32	-9,-32
772	54.37771	59.998774	Уйский район	Уйский район, Уйское сельское поселение, село Уйское, Балмасова, 6	/static/images/tik.png	18,32	-9,-32
773	55.152603	61.412426	Челябинск (Советский район)	город Челябинск, Советский район, Орджоникидзе, 27а	/static/images/tik.png	18,32	-9,-32
774	55.16216	61.397361	Челябинска (Центральный район)	город Челябинск, Центральный район, Коммуны, 89	/static/images/tik.png	18,32	-9,-32
775	53.3962944618	58.9727333374	Магнитогорск (Правобережный район)	город Магнитогорск, Правобережный район, ул. Суворова, 123	/static/images/tik.png	18,32	-9,-32
776	55.3377839801	59.4385262579	Кусинский район	Кусинский район, г.Куса, ул.Бубнова, д.16	/static/images/tik.png	18,32	-9,-32
777	54.771128	61.334246	Еманжелинский район	город Еманжелинск, Мира, 18	/static/images/tik.png	18,32	-9,-32
778	54.826474	61.594317	Еткульский район	Еткульский район, с.Еткуль, Ленина, 34	/static/images/tik.png	18,32	-9,-32
779	55.345836	61.321876	Сосновский район	Сосновский район, село Долгодеревенское., 50 лет ВЛКСМ, 21	/static/images/tik.png	18,32	-9,-32
780	55.256786	61.366522	Челябинск (Металлургический район)	город Челябинск, Металлургический район, Богдана Хмельницкого, 6	/static/images/tik.png	18,32	-9,-32
782	54.894202	61.378092	Коркинский район	город Коркино, ул. 30 лет ВЛКСМ, 2	/static/images/tik.png	18,32	-9,-32
783	55.69831	61.546176	Кунашакский район	с.Кунашак, Ленина, 86	/static/images/tik.png	18,32	-9,-32
784	55.283882	61.891929	Красноармейский район	Красноармейский район, село Миасское, Пионера, 39	/static/images/tik.png	18,32	-9,-32
785	52.350245	55.495529	Октябрьский район	Октябрьский район, село Октябрьское, ул. Ленина, 43	/static/images/tik.png	18,32	-9,-32
786	53.402375	59.046955	Магнитогорск (Ленинский район)	город Магнитогорск, Ленинский район, ул.Октябрьская, 32	/static/images/tik.png	18,32	-9,-32
787	55.456622	60.21225	Карабаш	город Карабаш, Металлургов, 3	/static/images/tik.png	18,32	-9,-32
788	55.135999	61.438073	Челябинска (Ленинский район)	город Челябинск, Ленинский район, Гагарина, 22	/static/images/tik.png	18,32	-9,-32
789	55.164834	61.443005	Челябинска (Тракторозаводский район)	город Челябинск, Тракторозаводский район, Горького, 10	/static/images/tik.png	18,32	-9,-32
790	53.519519	59.821698	Нагайбакский район	Нагайбакский район, с.Фершампенуаз, Карла Маркса, 40	/static/images/tik.png	18,32	-9,-32
791	54.362767	60.830497	Пластовского района	город Пласт, Октябрьская, 45	/static/images/tik.png	18,32	-9,-32
792	55.194167	61.33827	Челябинска (Курчатовский район)	город Челябинск, Курчатовский район, Комсомольский проспект, 41	/static/images/tik.png	18,32	-9,-32
793	53.040727	60.604472	Локомотивный пос.	поселок Локомотивный, Ленина, 33 (Дом культуры &quot;Луч&quot;)	/static/images/tik.png	18,32	-9,-32
794	54.088546	61.582369	Троицкий район	г. Троицк, Климова, 30	/static/images/tik.png	18,32	-9,-32
795	54.992518	60.375752	Чебаркуль	город Чебаркуль, Ленина, 13 а	/static/images/tik.png	18,32	-9,-32
796	54.992518	60.375752	Чебаркульский район	Чебаркульский район, Ленина, 18	/static/images/tik.png	18,32	-9,-32
797	54.088546	61.582369	Троицк	город Троицк, Климова, 7	/static/images/tik.png	18,32	-9,-32
798	55.04875	58.996677	Саткинский район	Саткинский район, город Сатка, Металлургов, 2	/static/images/tik.png	18,32	-9,-32
799	53.402375	59.046955	Магнитогорска (Орджоникидзевский район)	город Магнитогорск, Орджоникидзевский район, Маяковского, 19/3	/static/images/tik.png	18,32	-9,-32
800	53.058634	60.662854	Карталинский район	г.Карталы, Славы, 4 &quot;А&quot;	/static/images/tik.png	18,32	-9,-32
801	54.765633	58.204767	Катав-Ивановский район	город Катав-Ивановск, ул.Степана Разина, д.45	/static/images/tik.png	18,32	-9,-32
802	55.887741	60.760393	Каслинский район	Каслинский район, г.Касли, Ленина, 55	/static/images/tik.png	18,32	-9,-32
803	52.7202571599	41.4427107386	Тамбовская область	город Тамбов, Интернациональная, 53	/static/images/tik.png	18,32	-9,-32
804	52.953051	42.056139	Бондарский район	с. Бондари, Октябрьская, 11	/static/images/tik.png	18,32	-9,-32
805	52.8767186141	42.7591395937	Гавриловский район	с.Гавриловка 2-я, Советская, 23	/static/images/tik.png	18,32	-9,-32
806	52.65388	42.724728	Кирсанов	город Кирсанов, Советская, 29	/static/images/tik.png	18,32	-9,-32
807	52.590628	41.50699	Котовск	город Котовск, Свободы, 8	/static/images/tik.png	18,32	-9,-32
808	52.889153	40.48857	Мичуринск	город Мичуринск, Советская, 291	/static/images/tik.png	18,32	-9,-32
809	53.443638	41.800497	Моршанск	г. Моршанск, Октябрьская площадь, 37	/static/images/tik.png	18,32	-9,-32
810	52.666629	41.897308	Рассказово	город Рассказово, улица Советская, 1	/static/images/tik.png	18,32	-9,-32
811	51.982162	42.251361	Уварово	г. Уварово, Флотская, 5	/static/images/tik.png	18,32	-9,-32
812	51.830535	41.471605	Жердевский район	Жердевский район, Первомайская, 126	/static/images/tik.png	18,32	-9,-32
813	52.419322	41.437496	Знаменский район	р.п. Знаменка, ул. Красная площадь, 3	/static/images/tik.png	18,32	-9,-32
814	52.326986	42.478258	Инжавинский район	Инжавинский район, Инжавинский поссовет, р.п. Инжавино, ул.Советская, д.28	/static/images/tik.png	18,32	-9,-32
815	52.65388	42.724728	Кирсановский район	г.Кирсанов., Советская, 31	/static/images/tik.png	18,32	-9,-32
816	52.719785	41.442401	Тамбов (Ленинский район)	город Тамбов, Державинская, 10	/static/images/tik.png	18,32	-9,-32
817	52.889153	40.48857	Мичуринский район	г. Мичуринск, Филиппова, 45-а	/static/images/tik.png	18,32	-9,-32
818	52.09901	40.782643	Мордовский район	р.п.Мордово, Коммунальная, 46	/static/images/tik.png	18,32	-9,-32
819	53.443638	41.800497	Моршанский район	город Моршанск, Октябрьская площадь, 37	/static/images/tik.png	18,32	-9,-32
820	51.851835	42.461333	Мучкапский район	р.п.Мучкапский, Базарная, 29	/static/images/tik.png	18,32	-9,-32
821	52.884225	40.793665	Никифоровский район	р.п.Дмитриевка, пл.Ленина, 1	/static/images/tik.png	18,32	-9,-32
822	52.719785	41.442401	Тамбов (Октябрьский район)	город Тамбов, Октябрьский район, Державинская, 10	/static/images/tik.png	18,32	-9,-32
823	52.788094	41.385457	Первомайский район	р.п.Первомайский, пл.Ленина, 11	/static/images/tik.png	18,32	-9,-32
824	52.630525	40.247085	Петровский район	Петровский район, с.Петровское ., Интернациональная, 25 А	/static/images/tik.png	18,32	-9,-32
825	53.237278	42.201118	Пичаевский район	с. Пичаево, Пичаевский район, Красная, 33	/static/images/tik.png	18,32	-9,-32
826	52.666629	41.897308	Рассказовский район	город Рассказово, улица Советская, дом № 1	/static/images/tik.png	18,32	-9,-32
827	52.138869	42.022084	Ржаксинский район	Ржакса, Центральный микрорайон, 5	/static/images/tik.png	18,32	-9,-32
828	52.378253	41.675801	Сампурский район	посёлок Сатинка, Олимпийская, 2	/static/images/tik.png	18,32	-9,-32
829	52.719785	41.442401	Тамбов (Советский район)	город Тамбов, Советский район, Державинская, 10	/static/images/tik.png	18,32	-9,-32
830	53.231058	41.365982	Сосновский район	р.п.Сосновка, Интернациональная, 217	/static/images/tik.png	18,32	-9,-32
